geography,sex,age_group,disability_type,global_severity,labour_force_status,value
Alberta,Females,35 to 44 years,Pain,Moderate,Age standardized employment rate,79.8
Alberta,Females,35 to 44 years,Pain,Severe,Total labour force,3220.0
Alberta,Females,35 to 44 years,Pain,Severe,Employed,1320.0
Alberta,Females,35 to 44 years,Pain,Severe,Participation rate,73.9
Alberta,Females,35 to 44 years,Pain,Severe,Age standardized participation rate,74.1
Alberta,Females,35 to 44 years,Pain,Severe,Employment Rate,50.0
Alberta,Females,35 to 44 years,Pain,Severe,Age standardized employment rate,50.2
Alberta,Females,35 to 44 years,Pain,Very Severe,Total labour force,5190.0
Alberta,Females,35 to 44 years,Pain,Very Severe,Not in labour force,3290.0
Alberta,Females,35 to 44 years,Learning,Very Severe,Total labour force,3700.0
Alberta,Females,35 to 44 years,Memory,Very Severe,Total labour force,3960.0
Alberta,Females,35 to 44 years,Mental and/or psychological,Mild,Total labour force,1100.0
Alberta,Females,35 to 44 years,Mental and/or psychological,Mild,Employed,890.0
Alberta,Females,35 to 44 years,Mental and/or psychological,Mild,Participation rate,93.6
Alberta,Females,35 to 44 years,Mental and/or psychological,Mild,Age standardized participation rate,93.7
Alberta,Females,35 to 44 years,Mental and/or psychological,Mild,Employment Rate,80.9
Alberta,Females,35 to 44 years,Mental and/or psychological,Mild,Age standardized employment rate,81.3
Alberta,Females,35 to 44 years,Mental and/or psychological,Severe,Total labour force,820.0
Alberta,Females,35 to 44 years,Mental and/or psychological,Very Severe,Total labour force,4540.0
Alberta,Females,45 to 54 years,All disability types,Mild,Total labour force,11150.0
Alberta,Females,45 to 54 years,All disability types,Mild,Employed,7470.0
Alberta,Females,45 to 54 years,All disability types,Mild,Participation rate,75.5
Alberta,Females,45 to 54 years,All disability types,Mild,Age standardized participation rate,75.5
Alberta,Females,45 to 54 years,All disability types,Mild,Employment Rate,73.5
Alberta,Females,45 to 54 years,All disability types,Mild,Age standardized employment rate,73.5
Alberta,Females,45 to 54 years,All disability types,Moderate,Total labour force,5460.0
Alberta,Females,45 to 54 years,All disability types,Moderate,Employed,3900.0
Alberta,Females,45 to 54 years,All disability types,Moderate,Participation rate,79.3
Alberta,Females,45 to 54 years,All disability types,Moderate,Age standardized participation rate,79.4
Alberta,Females,45 to 54 years,All disability types,Moderate,Employment Rate,74.0
Alberta,Females,45 to 54 years,All disability types,Moderate,Age standardized employment rate,74.0
Alberta,Females,45 to 54 years,All disability types,Severe,Total labour force,11580.0
Alberta,Females,45 to 54 years,All disability types,Severe,Participation rate,48.1
Alberta,Females,45 to 54 years,All disability types,Severe,Age standardized participation rate,48.1
Alberta,Females,45 to 54 years,All disability types,Severe,Employment Rate,48.1
Alberta,Females,45 to 54 years,All disability types,Severe,Age standardized employment rate,48.1
